,Type of Work:,Registration Number / Date:,Application Title:,Title:,Area Covered:,Imprint:,Description:,Notes:,Copyright Claimant:,Date of Creation:,Date of Publication:,Previous Registration:,Basis of Claim:,Variant title:,Other Title:,Names:,Series:,Copyright Note:,Authorship on Application:,Edition:
875,['Text'],"['RE0000793338 / 1998-11-03 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / 1969-01-01  ']",[],"['Sanborn map Oakland, California.  Vol. 6.  By Sanborn Map Company.']",[],[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],['New Matter: new cartographic additions and revisions.'],"['Sanborn map Oakland, California.  Vol. 6.']","['Oakland, California.  Vol. 6']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
876,['Text'],"['RE0000793316 / 1998-11-03 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / 1969-01-01  ']",[],"['Sanborn map Oakland, California.  Vol. 7.  By Sanborn Map Company.']",[],[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],['New Matter: new cartographic additions and revisions.'],"['Sanborn map Oakland, California.  Vol. 7.']","['Oakland, California.  Vol. 7']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
877,['Text'],"['RE0000793325 / 1998-11-03 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / 1969-01-01  ']",[],"['Sanborn map Oakland, California.  Vol. 8.  By Sanborn Map Company.']",[],[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],['New Matter: new cartographic additions and revisions.'],"['Sanborn map Oakland, California.  Vol. 8.']","['Oakland, California.  Vol. 8']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
878,['Text'],"['RE0000793328 / 1998-11-03 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / 1969-01-01  ']",[],"['Sanborn map Oakland, California.  Vol. 9.  By Sanborn Map Company.']",[],[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],['New Matter: new cartographic additions and revisions.'],"['Sanborn map Oakland, California.  Vol. 9.']","['Oakland, California.  Vol. 9']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
879,['Text'],"['RE0000755258 / 1997-05-05 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Jan67  ']",[],"['Sanborn Map Odessa, Texas 1967.  By Sanborn Map Company.']",[],[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Odessa, Texas 1967']","['Odessa, Texas 1967']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
880,['Map'],['VA0000936813 / 1998-12-28 '],['Sanborn fire insurance map.'],"['Sanborn map of Brooklyn, City of NY : vol. 8.']",['Brooklyn'],[],['4 p.'],[],"['EDR Sanborn, Inc.']",['1993'],['1993-12-01  '],['Preexsisting material: prev. pub. maps.'],['New Matter: new & rev. map and cartographic compilation.'],"['Sanborn map of Brooklyn, City of NY : vol. 8.']",['Sanborn fire insurance map.'],"['EDR Sanborn, Inc.', 'Sanborn Map Company.']",[],['C.O. correspondence.'],['map: Sanborn Map Company.'],[]
881,['Map'],['VA0000936751 / 1998-12-28 '],[],"['[Sanborn map of Brooklyn, New York : vol. 17, 1992]']",['Brooklyn'],[],[],['Title from appl.'],"['EDR Sanborn, Inc.']",['1992'],['1992-06-01  '],['Appl. identifies Sanborn fire insurance map versions as preexisting material.'],['New Matter: new & rev. map & cartographic compilation.'],"['Sanborn map of Brooklyn, New York : vol. 17, 1992']",['Sanborn fire insurance map'],"['EDR Sanborn, Inc.', 'Sanborn Map Company.']",[],['C.O. correspondence.'],['Sanborn Map Company.'],[]
882,['Map'],['VA0000936750 / 1998-12-28 '],[],"['[Sanborn map of Brooklyn, New York : vol. 17, 1993]']",['Brooklyn'],[],[],['Title from appl.'],"['EDR Sanborn, Inc.']",['1993'],['1993-07-01  '],['Appl. identifies Sanborn fire insurance map versions as preexisting material.'],['New Matter: new & rev. map & cartographic compilation.'],"['Sanborn map of Brooklyn, New York : vol. 17, 1993']",['Sanborn fire insurance map'],"['EDR Sanborn, Inc.', 'Sanborn Map Company.']",[],['C.O. correspondence.'],['Sanborn Map Company.'],[]
883,['Map'],['VA0000936749 / 1998-12-28 '],[],"['[Sanborn map of Brooklyn, New York : vol. 17, 1994]']",['Brooklyn'],[],[],['Title from appl.'],"['EDR Sanborn, Inc.']",['1994'],['1994-03-01  '],['Appl. identifies Sanborn fire insurance map versions as preexisting material.'],['New Matter: new & rev. map & cartographic compilation.'],"['Sanborn map of Brooklyn, New York : vol. 17, 1994']",['Sanborn fire insurance map'],"['EDR Sanborn, Inc.', 'Sanborn Map Company, Inc.']",[],['C.O. correspondence.'],"['Sanborn Map Company, Inc.']",[]
884,['Map'],['VA0000936753 / 1998-12-28 '],[],"['[Sanborn map of Brooklyn, New York : vol. 6A, 1993]']",['Brooklyn'],[],[],['Title from appl.'],"['EDR Sanborn, Inc.']",['1993'],['1993-01-01  '],['Appl. identifies Sanborn fire insurance map versions as preexisting material.'],['New Matter: new & rev. map & cartographic compilation.'],"['Sanborn map of Brooklyn, New York : vol. 6A, 1993']",['Sanborn fire insurance map'],"['EDR Sanborn, Inc.', 'Sanborn Map Company, Inc.']",[],['C.O. correspondence.'],"['Sanborn Map Company, Inc.']",[]
885,['Map'],['VA0000936755 / 1998-08-24 '],[],"['[Sanborn map of Cincinnati, Ohio : vol. 2]']",['Cincinnati'],[],[],['Title from appl.'],"['EDR Sanborn, Inc.']",['1981'],['1981-05-01  '],['Appl. identifies Sanborn fire insurance map versions as preexisting material.'],['New Matter: new & rev. map & cartographic compilation.'],"['Sanborn map of Cincinnati, Ohio : vol. 2']",['Sanborn fire insurance map'],"['EDR Sanborn, Inc.', 'Sanborn Map Company, Inc.']",[],['C.O. correspondence.'],"['Sanborn Map Company, Inc., employer for hire.']",['Rev. 1981.']
886,['Map'],['VA0000936756 / 1998-08-24 '],[],"['[Sanborn map of Cincinnati, Ohio : vol. 3]']",['Cincinnati'],[],[],['Title from appl.'],"['EDR Sanborn, Inc.']",['1981'],['1981-04-01  '],['Appl. identifies Sanborn fire insurance map versions as preexisting material.'],['New Matter: new & rev. map & cartographic compilation.'],"['Sanborn map of Cincinnati, Ohio : vol. 3']",['Sanborn fire insurance map'],"['EDR Sanborn, Inc.', 'Sanborn Map Company, Inc.']",[],['C.O. correspondence.'],"['Sanborn Map Company, Inc., employer for hire.']",['Rev. 1981.']
887,['Map'],['VA0000936764 / 1998-08-24 '],[],"['[Sanborn map of Cincinnati, Ohio : vol. 4]']",['Cincinnati'],[],[],['Title from appl.'],"['EDR Sanborn, Inc.']",['1981'],['1981-05-01  '],['Appl. identifies Sanborn fire insurance map versions as preexisting material.'],['New Matter: new & rev. map & cartographic compilation.'],"['Sanborn map of Cincinnati, Ohio : vol. 4']",['Sanborn fire insurance map'],"['EDR Sanborn, Inc.', 'Sanborn Map Company, Inc.']",[],['C.O. correspondence.'],"['Sanborn Map Company, Inc., employer for hire.']",['Rev. May 1981.']
888,['Map'],['VA0000936768 / 1998-08-24 '],[],"['[Sanborn map of Hartford, Connecticut : vol. 1]']",['Hartford'],[],[],['Title from appl.'],"['EDR Sanborn, Inc.']",['1979'],['1979-10-01  '],['Appl. identifies Sanborn fire insurance map versions as preexisting material.'],['New Matter: new & rev. map & cartographic compilation.'],"['Sanborn map of Hartford, Connecticut : vol. 1']",['Sanborn fire insurance map'],"['EDR Sanborn, Inc.', 'Sanborn Map Company, Inc.']",[],['C.O. correspondence.'],"['Sanborn Map Company, Inc., employer for hire.']",[]
889,['Map'],['VA0000936757 / 1998-08-24 '],[],"['[Sanborn map of Washington, District of Columbia : vol. 1]']","['Washington, DC']",[],[],['Title from appl.'],"['EDR Sanborn, Inc.']",['1991'],['1991-12-01  '],['Appl. identifies Sanborn fire insurance map versions as preexisting material.'],['New Matter: new & rev. map & cartographic compilation.'],"['Sanborn map of Washington, District of Columbia : vol. 1']",['Sanborn fire insurance map'],"['EDR Sanborn, Inc.', 'Sanborn Map Company']",[],['C.O. correspondence.'],"['Sanborn Map Company, employer for hire.']",[]
890,['Map'],['VA0000936758 / 1998-08-24 '],[],"['[Sanborn map of Washington, District of Columbia : vol. 1]']","['Washington, DC']",[],[],['Title from appl.'],"['EDR Sanborn, Inc.']",['1990'],['1990-01-01  '],['Appl. identifies Sanborn fire insurance map versions as preexisting material.'],['New Matter: new & rev. map & cartographic compilation.'],"['Sanborn map of Washington, District of Columbia : vol. 1']",['Sanborn fire insurance map'],"['EDR Sanborn, Inc.', 'Sanborn Map Company']",[],['C.O. correspondence.'],"['Sanborn Map Company, employer for hire.']",[]
891,['Map'],['VA0000936772 / 1998-08-24 '],[],"['[Sanborn map of Washington, District of Columbia : vol. 2]']","['Washington, DC']",[],[],['Title from appl.'],"['EDR Sanborn, Inc.']",['1994'],['1994-12-01  '],['Appl. identifies Sanborn fire insurance map versions as preexisting material.'],['New Matter: new & rev. map & cartographic compilation.'],"['Sanborn map of Washington, District of Columbia : vol. 2']",['Sanborn fire insurance map'],"['EDR Sanborn, Inc.', 'Sanborn Map Company']",[],['C.O. correspondence.'],"['Sanborn Map Company, employer for hire.']",[]
892,['Map'],['VA0000936766 / 1998-08-24 '],[],"['[Sanborn map of Washington, District of Columbia : vol. 2]']","['Washington, DC']",[],[],['Title from appl.'],"['EDR Sanborn, Inc.']",['1992'],['1992-11-01  '],['Appl. identifies Sanborn fire insurance map versions as preexisting material.'],['New Matter: new & rev. map & cartographic compilation.'],"['Sanborn map of Washington, District of Columbia : vol. 2']",['Sanborn fire insurance map'],"['EDR Sanborn, Inc.', 'Sanborn Map Company']",[],['C.O. correspondence.'],"['Sanborn Map Company, employer for hire.']",[]
893,['Map'],['VA0000936767 / 1998-08-24 '],[],"['[Sanborn map of Washington, District of Columbia : vol. 2]']","['Washington, DC']",[],[],['Title from appl.'],"['EDR Sanborn, Inc.']",['1991'],['1991-01-01  '],['Appl. identifies Sanborn fire insurance map versions as preexisting material.'],['New Matter: new & rev. map & cartographic compilation.'],"['Sanborn map of Washington, District of Columbia : vol. 2']",['Sanborn fire insurance map'],"['EDR Sanborn, Inc.', 'Sanborn Map Company']",[],['C.O. correspondence.'],"['Sanborn Map Company, employer for hire.']",[]
894,['Map'],['VA0000936773 / 1998-08-24 '],[],"['[Sanborn map of Washington, District of Columbia : vol. 3]']","['Washington, DC']",[],[],['Title from appl.'],"['EDR Sanborn, Inc.']",['1994'],['1994-12-01  '],['Appl. identifies Sanborn fire insurance map versions as preexisting material.'],['New Matter: new & rev. map & cartographic compilation.'],"['Sanborn map of Washington, District of Columbia : vol. 3']",['Sanborn fire insurance map'],"['EDR Sanborn, Inc.', 'Sanborn Map Company']",[],['C.O. correspondence.'],"['Sanborn Map Company, employer for hire.']",[]
895,['Map'],['VA0000936765 / 1998-08-24 '],[],"['[Sanborn map of Washington, District of Columbia : vol. 3]']","['Washington, DC']",[],[],['Title from appl.'],"['EDR Sanborn, Inc.']",['1991'],['1990-12-01  '],['Appl. identifies Sanborn fire insurance map versions as preexisting material.'],['New Matter: new & rev. map & cartographic compilation.'],"['Sanborn map of Washington, District of Columbia : vol. 3']",['Sanborn fire insurance map'],"['EDR Sanborn, Inc.', 'Sanborn Map Company']",[],['C.O. correspondence.'],"['Sanborn Map Company, employer for hire.']",[]
896,['Map'],['VA0000936771 / 1998-08-24 '],[],"['[Sanborn map of Washington, District of Columbia : vol. 3]']","['Washington, DC']",[],[],['Title from appl.'],"['EDR Sanborn, Inc.']",['1990'],['1990-01-01  '],['Appl. identifies Sanborn fire insurance map versions as preexisting material.'],['New Matter: new & rev. map & cartographic compilation.'],"['Sanborn map of Washington, District of Columbia : vol. 3']",['Sanborn fire insurance map'],"['EDR Sanborn, Inc.', 'Sanborn Map Company']",[],['C.O. correspondence.'],"['Sanborn Map Company, employer for hire.']",[]
897,['Map'],['VA0000936770 / 1998-08-24 '],[],"['[Sanborn map of Washington, District of Columbia : vol. 4]']","['Washington, DC']",[],[],['Title from appl.'],"['EDR Sanborn, Inc.']",['1992'],['1992-11-01  '],['Appl. identifies Sanborn fire insurance map versions as preexisting material.'],['New Matter: new & rev. map & cartographic compilation.'],"['Sanborn map of Washington, District of Columbia : vol. 4']",['Sanborn fire insurance map'],"['EDR Sanborn, Inc.', 'Sanborn Map Company']",[],['C.O. correspondence.'],"['Sanborn Map Company, employer for hire.']",[]
898,['Map'],['VA0000936769 / 1998-08-24 '],[],"['[Sanborn map of Washington, District of Columbia : vol. 5]']","['Washington, DC']",[],[],['Title from appl.'],"['EDR Sanborn, Inc.']",['1990'],['1990-02-01  '],['Appl. identifies Sanborn fire insurance map versions as preexisting material.'],['New Matter: new & rev. map & cartographic compilation.'],"['Sanborn map of Washington, District of Columbia : vol. 5']",['Sanborn fire insurance map'],"['EDR Sanborn, Inc.', 'Sanborn Map Company']",[],['C.O. correspondence.'],"['Sanborn Map Company, employer for hire.']",[]
899,['Map'],['VA0000936760 / 1998-08-24 '],[],"['[Sanborn map of Washington, District of Columbia : vol. 7]']","['Washington, DC']",[],[],['Title from appl.'],"['EDR Sanborn, Inc.']",['1992'],['1992-12-01  '],['Appl. identifies Sanborn fire insurance map versions as preexisting material.'],['New Matter: new & rev. map & cartographic compilation.'],"['Sanborn map of Washington, District of Columbia : vol. 7']",['Sanborn fire insurance map'],"['EDR Sanborn, Inc.', 'Sanborn Map Company']",[],['C.O. correspondence.'],"['Sanborn Map Company, employer for hire.']",[]
900,['Map'],['VA0000936761 / 1998-08-24 '],[],"['[Sanborn map of Washington, District of Columbia : vol. 7]']","['Washington, DC']",[],[],['Title from appl.'],"['EDR Sanborn, Inc.']",['1990'],['1990-02-01  '],['Appl. identifies Sanborn fire insurance map versions as preexisting material.'],['New Matter: new & rev. map & cartographic compilation.'],"['Sanborn map of Washington, District of Columbia : vol. 7']",['Sanborn fire insurance map'],"['EDR Sanborn, Inc.', 'Sanborn Map Company, Inc.']",[],['C.O. correspondence.'],"['Sanborn Map Company, Inc., employer for hire.']",[]
901,['Map'],['VA0000936759 / 1998-08-24 '],[],"['[Sanborn map of Washington, District of Columbia : vol. 8]']","['Washington, DC']",[],[],['Title from appl.'],"['EDR Sanborn, Inc.']",['1990'],['1990-02-01  '],['Appl. identifies Sanborn fire insurance map versions as preexisting material.'],['New Matter: new & rev. map & cartographic compilation.'],"['Sanborn map of Washington, District of Columbia : vol. 8']",['Sanborn fire insurance map'],"['EDR Sanborn, Inc.', 'Sanborn Map Company']",[],['C.O. correspondence.'],"['Sanborn Map Company, employer for hire.']",[]
902,['Text'],"['RE0000754337 / 1997-05-05 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Jan69  ']",[],"['Sanborn Map Ogden, Utah 1969.  By Sanborn Map Company.']",[],[],[],[],"['EDR Sanborn, Inc.  (PWH)']",[],[],[],['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Ogden, Utah 1969']","['Ogden, Utah 1969']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
903,['Text'],"['RE0000758386 / 1997-07-16 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Jan69  ']",[],"['Sanborn Map Oglesby, Illinois 1969.  By Sanborn Map Company.']",[],[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Oglesby, Illinois 1969.']","['Oglesby, Illinois 1969']","['Sanborn Map Company', 'EDR Sanborn, Inc.']",[],['C.O. correspondence.'],[],[]
904,['Text'],"['RE0000793308 / 1998-11-03 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / 1964-01-01  ']",[],"['Sanborn map Oklahoma City, OK.  Vol. 3.  By Sanborn Map Company.']",[],[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],['New Matter: new cartographic additions and revisions.'],"['Sanborn map Oklahoma City, OK.  Vol. 3.']","['Oklahoma City, OK.  Vol. 3']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
905,['Text'],"['RE0000793323 / 1998-11-03 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / 1965-01-01  ']",[],"['Sanborn map Oklahoma City, OK.  Vol. 5.  By Sanborn Map Company.']",[],[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],['New Matter: new cartographic additions and revisions.'],"['Sanborn map Oklahoma City, OK.  Vol. 5.']","['Oklahoma City, OK.  Vol. 5']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
906,['Text'],"['RE0000755287 / 1997-05-05 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Oct64  ']",[],"['Sanborn Map Oklahoma City, Oklahoma 1964.  Vols. 2-4.  By Sanborn Map Company.']",[],[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Oklahoma City, Oklahoma 1964.']","['Oklahoma City, Oklahoma 1964']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
907,['Text'],"['RE0000793312 / 1998-11-03 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / 1969-01-01  ']",[],"['Sanborn map Oklahoma City, Oklahoma.  Vol. 2.  By Sanborn Map Company.']",[],[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],['New Matter: new cartographic additions and revisions.'],"['Sanborn map Oklahoma City, Oklahoma.  Vol. 2.']","['Oklahoma City, Oklahoma.  Vol. 2']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
908,['Text'],"['RE0000755286 / 1997-05-05 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Jan67  ']",[],"['Sanborn Map Okmulgee, Oklahoma 1967.  By Sanborn Map Company.']",[],[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Okmulgee, Oklahoma 1967.']","['Okmulgee, Oklahoma 1967']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
909,['Text'],"['RE0000752199 / 1997-04-29 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / 1965-01-01  ']",[],"['Sanborn Map Old Orchard Beach, Maine 1965.  By Sanborn Map Company.']",[],[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Old Orchard Beach, Maine 1965']","['Old Orchard Beach, Maine 1965']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
910,['Text'],"['RE0000753222 / 1997-05-05 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Jul69  ']",[],"['Sanborn Map Olean, New York 1969.  By Sanborn Map Company, Inc.']",[],[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Olean, New York 1969']","['Olean, New York 1969']","['Sanborn Map Company, Inc.', 'EDR Sanborn, Inc.']",[],[],[],[]
911,['Text'],"['RE0000751949 / 1997-04-29 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB 1Mar64  ']",[],"['Sanborn Map Omaha, Nebraska 1964.  Vols. 3, 4, 4A.  By Sanborn Map Company.']",[],[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],['New Matter: new cartographic additons & revisions.'],"['Sanborn Map Omaha, Nebraska 1964.']","['Omaha, Nebraska 1964']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
912,['Text'],"['RE0000793679 / 1998-12-08 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / 1968-01-01  ']",[],"['Sanborn map Omaha, Nebraska.  Vol. 2.  By Sanborn Map Company, Inc.']",[],[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],['New Matter: new cartographic additions and revisions.'],"['Sanborn map Omaha, Nebraska']","['Omaha, Nebraska']","['Sanborn Map Company, Inc.', 'EDR Sanborn, Inc.']",[],[],[],[]
913,['Text'],"['RE0000755257 / 1997-05-05 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Jan65  ']",[],"['Sanborn Map Orange, Texas 1965.  By Sanborn Map Company.']",[],[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Orange, Texas 1965']","['Orange, Texas 1965']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
914,['Text'],"['RE0000752852 / 1997-04-16 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / 1965-01-01  ']",[],"['Sanborn map Orlando, Florida, 1965.  Vol. 1 & 2.  By Sanborn Map Company.']",[],[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],['New Matter: additions & revisions.'],"['Sanborn map Orlando, Florida, 1965']",['Sanborn Map Company'],"['EDR Sanborn, Inc.']",[],[],[],[]
915,['Text'],"['RE0000752989 / 1997-04-16 ', 'Renewal registration for: Not reg.: addendum submitted under PL 102-307 / *PUB approx. 1Jan64  ']",[],"['Sanborn Map Osceola, Arkansas 1964.  By Sanborn Map Company.']",[],[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Osceola, Arkansas 1964.']","['Osceola, Arkansas 1964']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
916,['Text'],"['RE0000752817 / 1997-05-05 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / PUB approx. 1Jun65  ']",[],"['Sanborn map, Oshkosh, Wisconsin.  Vol. 1, 1965.  By Sanborn Map Company.']",[],[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],['New Matter: new cartographic additions & revisions.'],"['Sanborn map, Oshkosh, Wisconsin']","['Oshkosh, Wisconsin']","['Sanborn Map Company', 'EDR Sanborn, Inc.']",[],[],[],[]
917,['Text'],"['RE0000758387 / 1997-07-16 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Jan67  ']",[],"['Sanborn Map Ottawa, Illinois 1967.  By Sanborn Map Company.']",[],[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Ottawa, Illinois 1967.']","['Ottawa, Illinois 1967']","['Sanborn Map Company', 'EDR Sanborn, Inc.']",[],['C.O. correspondence.'],[],[]
918,['Text'],"['RE0000753223 / 1997-05-05 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Nov64  ']",[],"['Sanborn Map Oyster Bay, New York 1964.  By Sanborn Map Company, Inc.']",[],[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Oyster Bay, New York 1964']","['Oyster Bay, New York 1964']","['Sanborn Map Company, Inc.', 'EDR Sanborn, Inc.']",[],[],[],[]
919,['Text'],"['RE0000761774 / 1997-05-05 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Jan68  ']",[],"['Sanborn Map Palisades, New Jersey 1968.  Vols. 1-3.  By Sanborn Map Company, Inc.']",[],[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Palisades, New Jersey 1968.']","['Palisades, New York 1968']","['Sanborn Map Company, Inc.', 'EDR Sanborn, Inc.']",[],['C.O. correspondence.'],[],[]
920,['Text'],"['RE0000793681 / 1998-12-08 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / 1970-01-01  ']",[],"['Sanborn map Palm Beach, Florida.  By Sanborn Map Company, Inc.']",[],[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],['New Matter: new cartographic additions and revisions.'],"['Sanborn map Palm Beach, Florida']","['Palm Beach, Florida']","['Sanborn Map Company, Inc.', 'EDR Sanborn, Inc.']",[],[],[],[]
921,['Text'],"['RE0000751397 / 1997-04-16 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Jan69  ']",[],"['Sanborn map Palo Alto, California, 1969.  By Sanborn Map Company.']",[],[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],['New Matter: new cartographic additions & revision.'],"['Sanborn map Palo Alto, California, 1969.']","['Palo Alto, California, 1969']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
922,['Text'],"['RE0000761791 / 1997-04-16 ', 'Renewal registration for: Not reg.; addendum submitted under PA0000102307 / *PUB approx. 1Apr69  ']",[],"['Sanborn Map Panama City, Florida 1969.  By Sanborn Map Company, Inc.']",[],[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Panama City, Florida 1969.']","['Panama City, Florida 1969']","['Sanborn Map Company, Inc.', 'EDR Sanborn, Inc.']",[],['C.O. correspondence.'],[],[]
923,['Text'],"['RE0000755282 / 1997-05-05 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Jan67  ']",[],"['Sanborn Map Parkersburg, West Virginia 1967.  Vol. 1.  By Sanborn Map Company.']",[],[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Parkersburg, West Virginia 1967.']","['Parkersburg, West Virginia 1967']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
924,['Text'],"['RE0000751396 / 1997-04-16 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Mar68  ']",[],"['Sanborn map Pasadena, Massachusetts, 1968.  Vol. 2.  By Sanborn Map Company.']",[],[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],['New Matter: new cartographic additions & revision.'],"['Sanborn map Pasadena, Massachusetts, 1968.']","['Pasadena, Massachusetts, 1968']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
925,['Text'],"['RE0000755230 / 1997-05-05 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Jan65  ']",[],"['Sanborn Map Paterson, New Jersey 1965.  Vol. 4.  By Sanborn Map Company.']",[],[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Paterson, New Jersey 1965']","['Paterson, New Jersey 1965']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
926,['Text'],"['RE0000751393 / 1997-04-16 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Jan68  ']",[],"['Sanborn map Peabody, Massachusetts, 1968.  By Sanborn Map Company.']",[],[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],['New Matter: new cartographic additions & revisions.'],"['Sanborn map Peabody, Massachusetts, 1968.']","['Peabody, Massachusetts, 1968']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
