,Type of Work:,Registration Number / Date:,Application Title:,Title:,Area Covered:,Imprint:,Description:,Notes:,Copyright Claimant:,Date of Creation:,Date of Publication:,Previous Registration:,Basis of Claim:,Variant title:,Other Title:,Names:,Series:,Copyright Note:,Authorship on Application:,Edition:
927,['Text'],"['RE0000753224 / 1997-05-05 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Jan64  ']",[],"['Sanborn Map Pearl River, New York 1964.  By Sanborn Map Company, Inc.']",[],[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Pearl River, New York 1964']","['Pearl River, New York 1964']","['Sanborn Map Company, Inc.', 'EDR Sanborn, Inc.']",[],[],[],[]
928,['Text'],"['RE0000753225 / 1997-05-05 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Jan64  ']",[],"['Sanborn Map Peekskill, New York 1964.  By Sanborn Map Company, Inc.']",[],[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Peekskill, New York 1964']","['Peekskill, New York 1964']","['Sanborn Map Company, Inc.', 'EDR Sanborn, Inc.']",[],[],[],[]
929,['Text'],"['RE0000761780 / 1997-05-05 ', 'Renewal registration for: Not reg.; addendum submitted under PA0000102307 / *PUB approx. 1Nov65  ']",[],"['Sanborn Map Pendleton, Oregon 1965.  By Sanborn Map Company.']",[],[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Pendleton, Oregon 1965.']","['Pendleton, Oregon 1965']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],['C.O. correspondence.'],[],[]
930,['Text'],"['RE0000753226 / 1997-05-05 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Apr64  ']",[],"['Sanborn Map Penn Yan, New York 1964.  By Sanborn Map Company, Inc.']",[],[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Penn Yan, New York 1964']","['Penn Yan, New York 1964']","['Sanborn Map Company, Inc.', 'EDR Sanborn, Inc.']",[],[],[],[]
931,['Text'],"['RE0000758388 / 1997-07-16 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Jan64  ']",[],"['Sanborn Map Peoria, Illinois 1964.  Vol. 3.  By Sanborn Map Company.']",[],[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Peoria, Illinois 1964.']","['Peoria, Illinois 1964']","['Sanborn Map Company', 'EDR Sanborn, Inc.']",[],['C.O. correspondence.'],[],[]
932,['Text'],"['RE0000751423 / 1997-04-16 ', 'Renewal registration for: Not reg.: addendum submitted under PL 102-307 / *PUB approx. 1Jun65  ']",[],"['Sanborn map Petalumaa, California, 1965.  By Sanborn Map Company.']",[],[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],['New Matter: new cartographic additions & revisions.'],"['Sanborn map Petalumaa, California, 1965.']","['Petalumaa, California, 1965']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
933,['Text'],"['RE0000754400 / 1997-05-05 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Dec67  ']",[],"['Sanborn Map Petersburg, Virginia 1967.  Vol. 1.  By Sanborn Map Company.']",[],[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Petersburg, Virginia 1967']","['Petersburg, Virginia 1967']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
934,['Text'],"['RE0000754427 / 1997-05-05 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Jan64  ']",[],"['Sanborn Map Philadelphia, Pennsylvania 1964.  Vol. 25.  By Sanborn Map Company.']",[],[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Philadelphia, Pennsylvania 1964']","['Philadelphia, Pennsylvania 1964']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
935,['Text'],"['RE0000752977 / 1997-04-16 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Jan68  ']",[],"['Sanborn Map Phoenix, Arizona 1968.  Vol. 1.  By Sanborn Map Company, Inc.']",[],[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Phoenix, Arizona 1968']","['Phoenix, Arizona 1968']","['Sanborn Map Company, Inc.', 'EDR Sanborn, Inc.']",[],[],[],[]
936,['Text'],"['RE0000790447 / 1998-08-24 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Jan68  ']",[],"['Sanborn Map Phoenix, Arizona.  Vol. 1.   By Sanborn Map Company, Inc.']",[],[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Phoenix, Arizona']","['Phoenix, Arizona']","['Sanborn Map Company, Inc.', 'EDR Sanborn, Inc.']",[],[],[],[]
937,['Text'],"['RE0000752639 / 1997-04-16 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / 1968-01-01  ']",[],"['Sanborn Map Pikesville, Maryland 1968.  By Sanborn Map Company.']",[],[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Pikesville, Maryland 1968.']","['Pikesville, Maryland 1968']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
938,['Text'],"['RE0000752990 / 1997-04-16 ', 'Renewal registration for: Not reg.: addendum submitted under PL 102-307 / *PUB approx. 1Jan68  ']",[],"['Sanborn Map Pine Bluff, Arkansas 1968.  By Sanborn Map Company.']",[],[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Pine Bluff, Arkansas 1968.']","['Osceola, Arkansas 1968']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
939,['Text'],"['RE0000761775 / 1997-05-05 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Nov68  ']",[],"['Sanborn Map Piqua, Ohio 1968.  By Sanborn Map Company, Inc.']",[],[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Piqua, Ohio 1968.']","['Piqua, Ohio 1968']","['Sanborn Map Company, Inc.', 'EDR Sanborn, Inc.']",[],['C.O. correspondence.'],[],[]
940,['Text'],"['RE0000751422 / 1997-04-16 ', 'Renewal registration for: Not reg.: addendum submitted under PL 102-307 / *PUB approx. 1Jan66  ']",[],"['Sanborn map Pittsburg, California, 1966.  By Sanborn Map Company.']",[],[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],['New Matter: new cartographic additions & revisions.'],"['Sanborn map Pittsburg, California, 1966.']","['Pittsburg, California, 1966']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
941,['Text'],"['RE0000761778 / 1997-05-05 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Nov65  ']",[],"['Sanborn Map Pittsburgh, Pennsylvania 1965.  Vols. 12-18.  By Sanborn Map Company, Inc.']",[],[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Pittsburgh, Pennsylvania 1965.']","['Pittsburgh, Pennsylvania 1965']","['Sanborn Map Company, Inc.', 'EDR Sanborn, Inc.']",[],['C.O. correspondence.'],[],[]
942,['Text'],"['RE0000751392 / 1997-04-16 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Jan67  ']",[],"['Sanborn map Pittsfield, Massachusetts, 1967.  By Sanborn Map Company.']",[],[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],['New Matter: new cartographic additions & revisions.'],"['Sanborn map Pittsfield, Massachusetts, 1967.']","['Pittsfield, Massachusetts, 1967']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
943,['Text'],"['RE0000752857 / 1997-04-16 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / 1965-01-01  ']",[],"['Sanborn map Plaquemine, Louisiana, 1965.  By Sanborn Map Company, Inc.']",[],[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],['New Matter: additions & revisions.'],"['Sanborn map Plaquemine, Louisiana, 1965']","['Sanborn Map Company, Inc.']","['EDR Sanborn, Inc.']",[],[],[],[]
944,['Text'],"['RE0000754315 / 1997-05-05 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1May65  ']",[],"['Sanborn Map Plattsburg, New York 1965.  By Sanborn Map Company.']",[],[],[],[],"['EDR Sanborn, Inc.  (PWH)']",[],[],[],['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Plattsburg, New York 1965']","['Plattsburg, New York 1965']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
945,['Text'],"['RE0000755267 / 1997-05-05 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Jan64  ']",[],"['Sanborn Map Port Angeles, Washington 1964.  By Sanborn Map Company.']",[],[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Port Angeles, Washington 1964']","['Port Angeles, Washington 1964']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
946,['Text'],"['RE0000755256 / 1997-05-05 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Oct64  ']",[],"['Sanborn Map Port Arthur, Texas 1964.  Vol. 2.  By Sanborn Map Company.']",[],[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Port Arthur, Texas 1964']","['Port Arthur, Texas 1964']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
947,['Text'],"['RE0000754316 / 1997-05-05 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Nov64  ']",[],"['Sanborn Map Port Jefferson, New York 1964.  By Sanborn Map Company.']",[],[],[],[],"['EDR Sanborn, Inc.  (PWH)']",[],[],[],['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Port Jefferson, New York 1964']","['Port Jefferson, New York 1964']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
948,['Text'],"['RE0000754326 / 1997-05-05 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Aug69  ']",[],"['Sanborn Map Portland, Oregon 1969.  Vols. 1-6.  By Sanborn Map Company, Inc.']",[],[],[],[],"['EDR Sanborn, Inc.  (PWH)']",[],[],[],['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Portland, Oregon 1969.']","['Portland, Oregon 1969']","['Sanborn Map Company, Inc.', 'EDR Sanborn, Inc.']",[],[],[],[]
949,['Text'],"['RE0000793333 / 1998-11-03 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / 1970-01-01  ']",[],"['Sanborn map Portland, Oregon.  Vol. 10.  By Sanborn Map Company, Inc.']",[],[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],['New Matter: new cartographic additions and revisions.'],"['Sanborn map Portland, Oregon.  Vol. 10.']","['Portland, Oregon.  Vol. 10']","['Sanborn Map Company, Inc.', 'EDR Sanborn, Inc.']",[],[],[],[]
950,['Text'],"['RE0000793341 / 1998-11-03 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / 1970-01-01  ']",[],"['Sanborn map Portland, Oregon.  Vol. 11.  By Sanborn Map Company, Inc.']",[],[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],['New Matter: new cartographic additions and revisions.'],"['Sanborn map Portland, Oregon.  Vol. 11.']","['Portland, Oregon.  Vol. 11']","['Sanborn Map Company, Inc.', 'EDR Sanborn, Inc.']",[],[],[],[]
951,['Text'],"['RE0000793334 / 1998-11-03 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / 1970-01-01  ']",[],"['Sanborn map Portland, Oregon.  Vol. 12.  By Sanborn Map Company, Inc.']",[],[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],['New Matter: new cartographic additions and revisions.'],"['Sanborn map Portland, Oregon.  Vol. 12.']","['Portland, Oregon.  Vol. 12']","['Sanborn Map Company, Inc.', 'EDR Sanborn, Inc.']",[],[],[],[]
952,['Text'],"['RE0000793331 / 1998-11-03 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / 1969-01-01  ']",[],"['Sanborn map Portland, Oregon.  Vol. 7.  By Sanborn Map Company, Inc.']",[],[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],['New Matter: new cartographic additions and revisions.'],"['Sanborn map Portland, Oregon.  Vol. 7.']","['Portland, Oregon.  Vol. 7']","['Sanborn Map Company, Inc.', 'EDR Sanborn, Inc.']",[],[],[],[]
953,['Text'],"['RE0000793332 / 1998-11-03 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / 1970-01-01  ']",[],"['Sanborn map Portland, Oregon.  Vol. 9.  By Sanborn Map Company, Inc.']",[],[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],['New Matter: new cartographic additions and revisions.'],"['Sanborn map Portland, Oregon.  Vol. 9.']","['Portland, Oregon.  Vol. 9']","['Sanborn Map Company, Inc.', 'EDR Sanborn, Inc.']",[],[],[],[]
954,['Text'],"['RE0000754377 / 1997-05-05 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Dec64  ']",[],"['Sanborn Map Portsmouth, Ohio 1964.  By Sanborn Map Company.']",[],[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Portsmouth, Ohio 1964']","['Portsmouth, Ohio 1964']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
955,['Text'],"['RE0000754401 / 1997-05-05 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Jan64  ']",[],"['Sanborn Map Portsmouth, Virginia 1964.  Vol. 2.  By Sanborn Map Company.']",[],[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Portsmouth, Virginia 1964']","['Portsmouth, Virginia 1964']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
956,['Text'],"['RE0000752198 / 1997-04-29 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / 1964-08-01  ']",[],"['Sanborn Map Presque Islem, Maine 1964.  By Sanborn Map Company.']",[],[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Presque Islem, Maine 1964']","['Presque Islem, Maine 1964']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
957,['Text'],"['RE0000752994 / 1997-04-16 ', 'Renewal registration for: Not reg.: addendum submitted under PL 102-307 / *PUB approx. 1May64  ']",[],"['Sanborn Map Pueblo, Colorado 1964.  Vol. 2.  By Sanborn Map Company.']",[],[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Pueblo, Colorado 1964.']","['Pueblo, Colorado 1964']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
958,['Text'],"['RE0000790527 / 1998-08-24 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / PUB 1Jan66  ']",[],"['Sanborn Map Pueblo, Colorado.  Vol. 1.  By Sanborn Map Company.']",[],[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Pueblo, Colorado.']","['Pueblo, Colorado']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
959,['Text'],"['RE0000790145 / 1998-08-24 ', 'Renewal registration for: *Not reg.; addendum submitted under PL 102-307 / *PUB 9Jan65  ']",[],"['Sanborn Map Pueblo, Colorado.  Vol. 1.  By Sanborn Map Company, Inc.']",[],[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Pueblo, Colorado.']",[],"['Sanborn Map Company, Inc.', 'EDR Sanborn, Inc.']",[],[],[],[]
960,['Text'],"['RE0000761799 / 1997-05-05 ', 'Renewal registration for: Not reg.; addendum submitted under PA0000102307 / *PUB approx. 1Jul64  ']",[],"['Sanborn Map Puyallup, Washington 1964.  By Sanborn Map Company, Inc.']",[],[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Puyallup, Washington 1964.']","['Puyallup, Washington 1964']","['Sanborn Map Company, Inc.', 'EDR Sanborn, Inc.']",[],['C.O. correspondence.'],[],[]
961,['Text'],"['RE0000758389 / 1997-07-16 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Jan67  ']",[],"['Sanborn Map Quincy, Illinois 1967.  Vols. 1-2.  By Sanborn Map Company.']",[],[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Quincy, Illinois 1967.']","['Quincy, Illinois 1967']","['Sanborn Map Company', 'EDR Sanborn, Inc.']",[],['C.O. correspondence.'],[],[]
962,['Text'],"['RE0000754317 / 1997-05-05 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Jan64  ']",[],"['Sanborn Map Quogue, New York 1964.  By Sanborn Map Company.']",[],[],[],[],"['EDR Sanborn, Inc.  (PWH)']",[],[],[],['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Quogue, New York 1964']","['Quogue, New York 1964']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
963,['Text'],"['RE0000752816 / 1997-05-05 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / PUB approx. 1Mar69  ']",[],"['Sanborn map, Racine, Wisconsin.  By Sanborn Map Company.']",[],[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],['New Matter: new cartographic additions & revisions.'],"['Sanborn map, Racine, Wisconsin']","['Racine, Wisconsin']","['Sanborn Map Company', 'EDR Sanborn, Inc.']",[],[],[],[]
964,['Text'],"['RE0000752234 / 1997-04-29 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / 1966-01-01  ']",[],"['Sanborn Map Raleigh, North Carolina 1966.  Vol. 2.  By Sanborn Map Company, Inc.']",[],[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Raleigh, North Carolina 1966.']","['Raleigh, North Carolina 1966']","['Sanborn Map Company, Inc.', 'EDR Sanborn, Inc.']",[],[],[],[]
965,['Text'],"['RE0000751391 / 1997-04-16 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Jan68  ']",[],"['Sanborn map Reading, Massachusetts, 1968.  By Sanborn Map Company.']",[],[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],['New Matter: new cartographic additions & revisions.'],"['Sanborn map Reading, Massachusetts, 1968.']","['Reading, Massachusetts, 1968']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
966,['Text'],"['RE0000761779 / 1997-05-05 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Jan69  ']",[],"['Sanborn Map Reading, Pennsylvania 1969.  Vol. 1.  By Sanborn Map Company, Inc.']",[],[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Reading, Pennsylvania 1969.']","['Reading, Pennsylvania 1969']","['Sanborn Map Company, Inc.', 'EDR Sanborn, Inc.']",[],['C.O. correspondence.'],[],[]
967,['Text'],"['RE0000755229 / 1997-05-05 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Jan69  ']",[],"['Sanborn Map Red Bank, New Jersey 1969.  By Sanborn Map Company.']",[],[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Red Bank, New Jersey 1969']","['Red Bank, New Jersey 1969']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
